,item_id,cuisine_tag,item_name,item_price,merchant_id,ingredients
97,98,Breakfast,Classic Bagel with Cream Cheese,4.5,3e2b6,"[  ""Bagel"",  ""Cream Cheese""]"
98,99,Japanese,Salmon Teriyaki,10.0,3d9c8,"[  ""Salmon Fillet"",  ""Soy Sauce"",  ""Mirin"",  ""Sugar"",  ""Rice Wine"",  ""Ginger"",  ""Garlic"",  ""Vegetable Oil"",  ""Sesame Seeds"",  ""Green Onion""]"
99,100,American,Chili Cheese Dog,5.0,a4f0b,"[  ""Hot Dogs"",  ""Hot Dog Buns"",  ""Chili"",  ""Cheese"",  ""Onions""]"
100,101,Seafood,Classic Fish & Chips,10.0,5f1d3,"[    ""Cod"",    ""Flour"",    ""Baking Powder"",    ""Water"",    ""Salt"",    ""Pepper"",    ""Potatoes"",    ""Oil"",    ""Lemon"",    ""Vinegar""]"
101,102,Burgers,Spicy Jalapeno Burger,9.0,4e2d1,"[    ""Ground Beef"",    ""Burger Buns"",    ""Cheddar Cheese"",    ""Tomato"",    ""Lettuce"",    ""Red Onion"",    ""Jalapenos"",    ""Mayonnaise"",    ""Salt"",    ""Black Pepper"",    ""Garlic Powder"",    ""Onion Powder""]"
102,103,Japanese,Spicy Tuna Roll,7.5,b3e8f,"[    ""Rice"",    ""Tuna"",    ""Mayonnaise"",    ""Chili Sauce"",    ""Seaweed"",    ""Avocado"",    ""Cucumber"",    ""Sesame Seeds"",    ""Rice Vinegar"",    ""Sugar"",    ""Salt""]"
103,104,Healthy,Superfood Power Bowl,9.75,9f6b0,"[    ""Quinoa"",    ""Spinach"",    ""Chicken"",    ""Avocado"",    ""Broccoli"",    ""Tomato"",    ""Cucumber"",    ""Blueberries"",    ""Almonds"",    ""Lemon"",    ""Olive Oil"",    ""Salt"",    ""Pepper""]"
104,105,Vietnamese,Pho Bo (Beef Noodle Soup),9.0,1d4f2,"[  ""Beef Bones"",  ""Onion"",  ""Ginger"",  ""Star Anise"",  ""Cinnamon Stick"",  ""Cloves"",  ""Fennel Seeds"",  ""Coriander Seeds"",  ""Salt"",  ""Sugar"",  ""Fish Sauce"",  ""Rice Noodles"",  ""Beef"",  ""Bean Sprouts"",  ""Basil"",  ""Cilantro"",  ""Lime"",  ""Jalapeno"",  ""Onion""]"
105,106,Japanese,Volcano Roll,8.75,a9f4e,"[  ""Rice"",  ""Nori"",  ""Imitation Crab"",  ""Mayonnaise"",  ""Sriracha"",  ""Masago"",  ""Scallions"",  ""Eel Sauce"",  ""Sesame Seeds""]"
106,107,Side,Guacamole & Chips,3.5,9f4a2,"[    ""Avocado"",    ""Onion"",    ""Tomato"",    ""Cilantro"",    ""Lime"",    ""Salt"",    ""Jalapeno"",    ""Tortilla Chips""]"
107,108,Indian,Vegetable Biryani,8.75,a3e8b,"[    ""Rice"",    ""Onion"",    ""Tomato"",    ""Ginger"",    ""Garlic"",    ""Green Chili"",    ""Mint"",    ""Coriander"",    ""Yogurt"",    ""Oil"",    ""Potato"",    ""Carrot"",    ""Green Peas"",    ""Cauliflower"",    ""Beans"",    ""Turmeric Powder"",    ""Red Chili Powder"",    ""Coriander Powder"",    ""Cumin Powder"",    ""Garam Masala"",    ""Bay Leaf"",    ""Cinnamon"",    ""Cardamom"",    ""Cloves"",    ""Salt""]"
108,109,Filipino,Pancit Malabon,9.0,f7d1a,"[""Rice noodles"",""Shrimp"",""Pork"",""Squid"",""Smoked fish flakes"",""Pork rinds"",""Eggs"",""Fish sauce"",""Annatto powder"",""Oyster sauce"",""Garlic"",""Onion"",""Green onions"",""Cabbage"",""Black pepper"",""Cooking oil"",""Water"",""Lemon""]"
109,110,Side,Guacamole,2.5,a5c3b,"[""Avocado"",""Onion"",""Tomato"",""Lime"",""Cilantro"",""Salt"",""Jalapeno""]"
110,111,Dessert,Vanilla Custard Donut,2.5,3b7f0,"[  ""Flour"",  ""Sugar"",  ""Yeast"",  ""Milk"",  ""Butter"",  ""Eggs"",  ""Salt"",  ""Cornstarch"",  ""Vanilla Extract"",  ""Oil""]"
111,112,Asian,Soy Braised Beef Noodles,9.75,9b5a0,"[    ""Beef"",    ""Noodles"",    ""Soy Sauce"",    ""Dark Soy Sauce"",    ""Sugar"",    ""Ginger"",    ""Garlic"",    ""Star Anise"",    ""Cinnamon Stick"",    ""Dried Chili"",    ""Scallions"",    ""Bok Choy"",    ""Beef Broth""]"
112,113,Chinese,Pork Siu Mai,5.0,0e1f9,"[""Pork"",""Wonton Wrappers"",""Mushrooms"",""Shrimp"",""Ginger"",""Soy Sauce"",""Sesame Oil"",""Cornstarch"",""Sugar"",""White Pepper"",""Green Onions""]"
113,114,Dessert,Mango Pudding,3.5,0e1f9,"[    ""Mango"",    ""Milk"",    ""Sugar"",    ""Gelatin"",    ""Water""]"
114,115,Filipino,Pancit Canton with Chicken,8.0,f7d1a,"[    ""Pancit Canton Noodles"",    ""Chicken"",    ""Soy Sauce"",    ""Oyster Sauce"",    ""Garlic"",    ""Onion"",    ""Cooking Oil"",    ""Water"",    ""Carrots"",    ""Cabbage"",    ""Green Beans"",    ""Bell Pepper"",    ""Black Pepper"",    ""Salt"",    ""Green Onions""]"
115,116,Breakfast,Bagel with Peanut Butter & Banana,4.75,2b5d7,"[""Bagel"",""Peanut Butter"",""Banana""]"
116,117,Dessert,Cookies & Cream Donut,2.75,3b7f0,"[    ""Flour"",    ""Sugar"",    ""Yeast"",    ""Milk"",    ""Butter"",    ""Eggs"",    ""Salt"",    ""Oil"",    ""Powdered Sugar"",    ""Vanilla Extract"",    ""Chocolate Sandwich Cookies"",    ""Heavy Cream""]"
117,118,Contemporary,Truffle Mac & Cheese,9.5,b0a4f,"[    ""Macaroni"",    ""Cheese"",    ""Milk"",    ""Butter"",    ""Flour"",    ""Salt"",    ""Pepper"",    ""Truffle Oil""]"
118,119,Breakfast,Banana Nut French Toast,7.75,6f1c4,"[""Bread"",""Banana"",""Egg"",""Milk"",""Walnut"",""Sugar"",""Cinnamon"",""Vanilla Extract"",""Butter"",""Maple Syrup"",""Powdered Sugar""]"
119,120,Side,Garlic Bread,3.0,d4f0a,"[  ""Bread"",  ""Garlic"",  ""Butter"",  ""Parsley"",  ""Cheese""]"
120,121,Seafood,Grilled Salmon Fillet,13.0,a6c9f,"[  ""Salmon"",  ""Lemon"",  ""Garlic"",  ""Oil"",  ""Salt"",  ""Pepper"",  ""Herb""]"
121,122,Chinese,Turnip Cake,4.25,7d4e1,"[    ""Daikon Radish"",    ""Rice Flour"",    ""Wheat Starch"",    ""Dried Shrimp"",    ""Chinese Sausage"",    ""Dried Shiitake Mushrooms"",    ""Shallots"",    ""Cooking Oil"",    ""Salt"",    ""Sugar"",    ""White Pepper"",    ""Soy Sauce"",    ""Oyster Sauce""]"
122,123,Side,Cornbread,2.5,7c1a9,"[  ""Cornmeal"",  ""Flour"",  ""Sugar"",  ""Baking Powder"",  ""Salt"",  ""Egg"",  ""Milk"",  ""Butter""]"
123,124,Mexican,Taco Salad Bowl,8.25,7d3c1,"[  ""Lettuce"",  ""Ground beef"",  ""Taco seasoning"",  ""Tomato"",  ""Cheese"",  ""Onion"",  ""Black beans"",  ""Corn"",  ""Salsa"",  ""Sour cream"",  ""Avocado"",  ""Tortilla chips""]"
124,125,Side,Miso Soup,2.5,b3e8f,"[    ""Dashi Stock"",    ""Miso Paste"",    ""Tofu"",    ""Wakame Seaweed"",    ""Green Onions""]"
125,126,French,Coq au Vin,13.5,2f3d7,"[    ""Chicken"",    ""Red wine"",    ""Bacon"",    ""Onion"",    ""Carrot"",    ""Celery"",    ""Mushroom"",    ""Garlic"",    ""Thyme"",    ""Bay leaf"",    ""Parsley"",    ""Chicken broth"",    ""Butter"",    ""Flour"",    ""Salt"",    ""Pepper""]"
126,127,Breakfast,Ham & Cheese Bagel Melt,5.5,2b5d7,"[    ""Bagel"",    ""Ham"",    ""Cheese"",    ""Butter"",    ""Tomato"",    ""Lettuce""]"
127,128,Side,House Salad,3.75,6f5a0,"[  ""Lettuce"",  ""Tomato"",  ""Cucumber"",  ""Carrot"",  ""Onion"",  ""Cheese""]"
128,129,Side,Tartar Sauce,0.75,9b4c2,"[  ""Mayonnaise"",  ""Pickles"",  ""Capers"",  ""Lemon"",  ""Mustard"",  ""Onion"",  ""Parsley"",  ""Salt"",  ""Pepper""]"
129,130,Japanese,Dragon Roll,9.25,b3e8f,"[    ""Rice"",    ""Seaweed"",    ""Eel"",    ""Cucumber"",    ""Avocado"",    ""Crab Meat"",    ""Mayonnaise"",    ""Eel Sauce"",    ""Sesame Seeds""]"
130,131,Korean,Fried Chicken Wings (Yangnyeom),8.75,2d7a9,"[    ""Chicken wings"",    ""All-purpose flour"",    ""Cornstarch"",    ""Salt"",    ""Black pepper"",    ""Garlic powder"",    ""Onion powder"",    ""Egg"",    ""Milk"",    ""Vegetable oil"",    ""Gochujang"",    ""Ketchup"",    ""Rice vinegar"",    ""Soy sauce"",    ""Honey"",    ""Sugar"",    ""Garlic"",    ""Ginger"",    ""Sesame oil"",    ""Sesame seeds"",    ""Water""]"
131,132,Dessert,Pumpkin Pie,5.0,8b7a3,"[""Flour"",""Butter"",""Sugar"",""Salt"",""Water"",""Pumpkin"",""Eggs"",""Milk"",""Cinnamon"",""Ginger"",""Nutmeg"",""Cloves""]"
132,133,Asian,Tofu Veggie Rice Bowl,8.25,7f4d2,"[""Tofu"",""Rice"",""Tomato"",""Cucumber"",""Carrot"",""Lettuce"",""Onion"",""Bell Pepper"",""Corn"",""Broccoli"",""Avocado"",""Soy Sauce"",""Sesame Oil"",""Rice Vinegar"",""Honey"",""Ginger"",""Garlic"",""Lime"",""Sriracha"",""Sesame Seeds"",""Green Onion""]"
133,134,Indian,Chana Masala,8.25,b2d8e,"[""Chickpeas"",""Tomato"",""Onion"",""Ginger"",""Garlic"",""Green Chili"",""Garam Masala"",""Coriander Powder"",""Turmeric Powder"",""Cumin Powder"",""Red Chili Powder"",""Oil"",""Water"",""Cilantro"",""Lemon Juice""]"
134,135,Japanese,Vegetarian Ramen,8.75,2f7b5,"[    ""Ramen Noodles"",    ""Vegetable Broth"",    ""Soy Sauce"",    ""Miso Paste"",    ""Sesame Oil"",    ""Garlic"",    ""Ginger"",    ""Tofu"",    ""Mushrooms"",    ""Spinach"",    ""Corn"",    ""Green Onions"",    ""Bamboo Shoots"",    ""Bean Sprouts"",    ""Bok Choy"",    ""Carrot"",    ""Nori Seaweed""]"
135,136,American,Classic Beef Hot Dog,4.0,a4f0b,"[    ""Beef Hot Dog"",    ""Hot Dog Bun"",    ""Ketchup"",    ""Mustard"",    ""Onion"",    ""Relish""]"
136,137,Side,Onion Rings,3.25,0c5d8,"[    ""Onions"",    ""Flour"",    ""Breadcrumbs"",    ""Eggs"",    ""Milk"",    ""Oil"",    ""Salt"",    ""Pepper"",    ""Paprika"",    ""Garlic Powder""]"
137,138,Chinese,Shrimp Har Gow,5.5,0e1f9,"[""Shrimp"",""Bamboo Shoots"",""Pork"",""Tapioca Starch"",""Wheat Starch"",""Water"",""Salt"",""Sugar"",""White Pepper"",""Sesame Oil""]"
138,139,Vietnamese,Shrimp Pho,10.0,c8d3e,"[    ""Broth"",    ""Rice noodles"",    ""Shrimp"",    ""Onion"",    ""Ginger"",    ""Spices"",    ""Bean sprouts"",    ""Basil"",    ""Mint"",    ""Cilantro"",    ""Lime"",    ""Chili"",    ""Hoisin sauce""]"
139,140,Mediterranean,Veggie Shawarma Bowl,8.25,1c2e6,"[    ""Rice"",    ""Bell Pepper"",    ""Onion"",    ""Mushroom"",    ""Chickpeas"",    ""Lettuce"",    ""Tomato"",    ""Cucumber"",    ""Tahini"",    ""Yogurt"",    ""Lemon"",    ""Garlic"",    ""Olive Oil"",    ""Shawarma Seasoning"",    ""Pickles"",    ""Olives"",    ""Feta Cheese""]"
140,141,Thai,Vegetarian Red Curry,8.75,7a8e0,"[""Red Curry Paste"",""Coconut Milk"",""Red Bell Pepper"",""Green Bell Pepper"",""Bamboo Shoots"",""Baby Corn"",""Broccoli"",""Carrots"",""Peas"",""Green Beans"",""Potatoes"",""Eggplant"",""Tofu"",""Onion"",""Garlic"",""Ginger"",""Cilantro"",""Basil"",""Lime Leaves"",""Soy Sauce"",""Sugar"",""Cooking Oil"",""Salt""]"
141,142,Beverage,Latte,3.0,0e7a4,"[  ""Coffee"",  ""Milk""]"
142,143,BBQ,Grilled Corn on the Cob,3.0,e8c2b,"[  ""Corn on the cob"",  ""Butter"",  ""Salt"",  ""Pepper""]"
143,144,Side,Mashed Potatoes with Gravy,3.25,0e1b3,"[  ""Potato"",  ""Milk"",  ""Butter"",  ""Salt"",  ""Pepper"",  ""Broth"",  ""Flour"",  ""Onion""]"
144,145,Side,Pickled Ginger,1.5,a9f4e,"[  ""Ginger"",  ""Vinegar"",  ""Sugar"",  ""Salt"",  ""Water"",  ""Beetroot""]"
145,146,Side,Paratha,2.5,2a9c5,"[""Wheat Flour"",""Water"",""Salt"",""Oil"",""Potato"",""Onion"",""Spinach"",""Cheese""]"
146,147,Seafood,Classic Fish & Chips,10.5,9b4c2,"[""Cod fillet"",""Flour"",""Baking Powder"",""Salt"",""Pepper"",""Beer"",""Potatoes"",""Oil"",""Lemon"",""Malt Vinegar""]"
147,148,Italian,Four Cheese Pizza,9.75,4b1d7,"[""Pizza Dough"",""Tomato Sauce"",""Mozzarella Cheese"",""Parmesan Cheese"",""Blue Cheese"",""Fontina Cheese""]"
148,149,Dessert,Maple Bacon Donut,2.75,e9a1c,"[""Flour"",""Sugar"",""Yeast"",""Milk"",""Egg"",""Butter"",""Salt"",""Maple Syrup"",""Powdered Sugar"",""Bacon""]"
149,150,Breakfast,Strawberries & Cream Waffle,7.25,e3b2d,"[    ""Flour"",    ""Sugar"",    ""Baking Powder"",    ""Salt"",    ""Milk"",    ""Egg"",    ""Butter"",    ""Strawberries"",    ""Cream"",    ""Vanilla Extract""]"
150,151,Dessert,Baklava,3.5,8e9a0,"[    ""Pastry Sheets"",    ""Nuts"",    ""Butter"",    ""Sugar"",    ""Water"",    ""Honey"",    ""Lemon"",    ""Cinnamon""]"
151,152,Beverage,Hot Chocolate,2.75,3b7f0,"[""Chocolate"",""Milk"",""Sugar"",""Water"",""Vanilla"",""Salt""]"
152,153,Breakfast,Everything Bagel,3.5,2b5d7,"[    ""Everything Bagel"",    ""Cream Cheese"",    ""Tomato"",    ""Lettuce"",    ""Red Onion"",    ""Cheddar Cheese"",    ""Smoked Salmon""]"
153,154,Mediterranean,Lamb Shawarma Wrap,9.25,1a5f4,"[    ""Lamb"",    ""Pita Bread"",    ""Tomato"",    ""Lettuce"",    ""Onion"",    ""Cucumber"",    ""Parsley"",    ""Tahini Sauce"",    ""Hummus""]"
154,155,Dessert,Rasgulla,3.25,b2d8e,"[""Paneer"",""Sugar"",""Water"",""Lemon"",""Cardamom""]"
155,156,Side,Kimchi,2.0,c5a8e,"[""Cabbage"",""Radish"",""Green Onion"",""Garlic"",""Ginger"",""Chili Powder"",""Fish Sauce"",""Salt"",""Sugar""]"
156,157,BBQ,Pulled Pork Sandwich,9.0,2a1c4,"[  ""Pulled Pork"",  ""Burger buns"",  ""BBQ Sauce"",  ""Coleslaw"",  ""Pickles"",  ""Onion"",  ""Cheese"",  ""Tomato"",  ""Lettuce""]"
157,158,Mediterranean,Chicken Shawarma Wrap,8.5,1c2e6,"[    ""Chicken"",    ""Pita Bread"",    ""Tomato"",    ""Cucumber"",    ""Lettuce"",    ""Onion"",    ""Tahini Sauce"",    ""Garlic Sauce"",    ""Yogurt"",    ""Pickled Cucumber""]"
158,159,Mediterranean,Beef Kabob Platter,11.5,1f5b7,"[    'Beef',    'Onion',    'Garlic',    'Olive Oil',    'Lemon Juice',    'Paprika',    'Cumin',    'Coriander',    'Turmeric',    'Black Pepper',    'Salt',    'Bell Pepper',    'Cherry Tomato',    'Zucchini',    'Rice',    'Lettuce',    'Tomato',    'Cucumber',    'Red Onion',    'Pita Bread',    'Hummus',    'Tzatziki']"
159,160,Healthy,Southwest Chicken Salad,8.75,6d8e2,"[    ""Chicken"",    ""Lettuce"",    ""Tomato"",    ""Corn"",    ""Black Beans"",    ""Avocado"",    ""Onion"",    ""Bell Pepper"",    ""Cheese"",    ""Cilantro""]"
160,161,BBQ,Smoked Sausage Platter,11.0,e8c2b,"[    ""Smoked Sausage"",    ""Cheese"",    ""Crackers"",    ""Mustard"",    ""Pickles"",    ""Olives"",    ""Bread"",    ""Tomato"",    ""Lettuce"",    ""Onion""]"
161,162,American,Boneless Wings Combo,8.25,6c3f2,"[    ""Chicken"",    ""Breadcrumbs"",    ""Flour"",    ""Egg"",    ""Milk"",    ""Paprika"",    ""Garlic Powder"",    ""Onion Powder"",    ""Salt"",    ""Pepper"",    ""Oil"",    ""Potato"",    ""Mayonnaise"",    ""Sour Cream"",    ""Dill"",    ""Cola""]"
162,163,Beverage,Thai Iced Tea,3.25,f1c7a,"[  ""Thai Tea Mix"",  ""Water"",  ""Sugar"",  ""Milk"",  ""Ice""]"
163,164,Beverage,Detox Green Juice,4.0,6d8e2,"[  ""Spinach"",  ""Cucumber"",  ""Green Apple"",  ""Celery"",  ""Lemon"",  ""Ginger""]"
164,165,Side,Whipped Cream Scoop,1.25,9c8e2,"[  ""Cream"",  ""Sugar"",  ""Vanilla""]"
165,166,Dessert,Red Bean Sesame Balls,3.25,b0e7f,"[  ""Rice Flour"",  ""Sugar"",  ""Water"",  ""Oil"",  ""Red Beans"",  ""Sesame Seeds""]"
166,167,Side,Spring Rolls (2 pcs),3.25,b7a3e,"[  ""Rice paper wrappers"",  ""Shrimp"",  ""Lettuce"",  ""Mint"",  ""Cilantro"",  ""Vermicelli noodles"",  ""Carrot"",  ""Cucumber""]"
167,168,American,Spicy BBQ Wings (6 pcs),7.5,6c3f2,"[""Chicken Wings"",""BBQ Sauce"",""Chili Powder"",""Hot Sauce"",""Brown Sugar"",""Vinegar"",""Oil"",""Salt"",""Pepper"",""Garlic Powder"",""Onion Powder""]"
168,169,Side,Crinkle Cut Fries,2.75,a4f0b,"[  ""Potato"",  ""Oil"",  ""Salt""]"
169,170,Healthy,Berry Almond Salad,9.25,6d8e2,"[""Lettuce"",""Strawberries"",""Blueberries"",""Raspberries"",""Almonds"",""Feta Cheese""]"
170,171,Hawaiian,Chicken Teriyaki Poke Bowl,9.5,4a7c1,"[    ""Rice"",    ""Chicken"",    ""Soy Sauce"",    ""Mirin"",    ""Sugar"",    ""Ginger"",    ""Garlic"",    ""Cornstarch"",    ""Sesame Oil"",    ""Avocado"",    ""Cucumber"",    ""Edamame"",    ""Seaweed Salad"",    ""Sesame Seeds"",    ""Green Onion""]"
171,172,Japanese,Chirashi Don,12.0,a9f4e,"[    ""Rice"",    ""Salmon"",    ""Tuna"",    ""Shrimp"",    ""Egg"",    ""Cucumber"",    ""Carrot"",    ""Avocado"",    ""Seaweed"",    ""Soy sauce"",    ""Rice vinegar"",    ""Sugar"",    ""Salt""]"
172,173,Mexican,Carnitas Tacos,7.5,f3b8d,"[  ""Pork"",  ""Orange"",  ""Lime"",  ""Onion"",  ""Garlic"",  ""Bay Leaves"",  ""Salt"",  ""Pepper"",  ""Oil"",  ""Corn Tortillas"",  ""Cilantro"",  ""Salsa"",  ""Avocado""]"
173,174,Breakfast,Savory Bacon & Egg Waffle,8.25,5d9e3,"[  ""Waffles"",  ""Bacon"",  ""Eggs"",  ""Cheese"",  ""Tomato"",  ""Lettuce"",  ""Onion"",  ""Butter"",  ""Salt"",  ""Pepper""]"
174,175,Korean,Bulgogi Beef Platter,12.5,c5a8e,"[""Beef"",""Soy sauce"",""Sugar"",""Sesame oil"",""Garlic"",""Ginger"",""Onion"",""Pear"",""Green onions"",""Black pepper"",""Rice"",""Lettuce"",""Kimchi"",""Sesame seeds""]"
175,176,Healthy,Lentil & Beetroot Salad,8.5,6d8e2,"[  ""Lentils"",  ""Beetroot"",  ""Lettuce"",  ""Red Onion"",  ""Feta Cheese"",  ""Walnuts"",  ""Lemon"",  ""Olive Oil"",  ""Salt"",  ""Pepper"",  ""Parsley""]"
176,177,Vietnamese,Brisket Pho,9.25,c8d3e,"[    ""Beef brisket"",    ""Beef bones"",    ""Rice noodles"",    ""Onion"",    ""Ginger"",    ""Star anise"",    ""Cinnamon stick"",    ""Cloves"",    ""Fish sauce"",    ""Salt"",    ""Sugar"",    ""Bean sprouts"",    ""Thai basil"",    ""Cilantro"",    ""Lime"",    ""Jalapeno"",    ""Hoisin sauce"",    ""Sriracha"",    ""Green onions""]"
177,178,Side,Baked Beans,2.75,f8a3d,"[""Beans"",""Tomato"",""Onion"",""Sugar"",""Mustard"",""Molasses"",""Bacon"",""Vinegar"",""Salt"",""Pepper""]"
178,179,American,Roast Beef & Cheddar Sandwich,8.25,8a2c6,"[    ""Bread"",    ""Roast Beef"",    ""Cheddar Cheese"",    ""Mustard"",    ""Mayonnaise"",    ""Lettuce"",    ""Tomato"",    ""Onion""]"
179,180,Dessert,Key Lime Pie,5.0,9c8e2,"[""Crackers"",""Butter"",""Sugar"",""Lime"",""Condensed Milk"",""Eggs"",""Cream""]"
180,181,Beverage,Lemon Iced Tea,2.75,5f1d3,"[  ""Tea"",  ""Water"",  ""Lemon"",  ""Sugar"",  ""Ice""]"
181,182,Dressing,Honey Mustard Dressing,0.75,4d9f1,"[  ""Mustard"",  ""Honey"",  ""Mayonnaise"",  ""Vinegar"",  ""Oil"",  ""Salt"",  ""Pepper""]"
182,183,Side,Nachos with Salsa,4.0,b4a8f,"[  ""Tortilla chips"",  ""Cheese"",  ""Tomato"",  ""Onion"",  ""Jalapeno"",  ""Cilantro"",  ""Lime"",  ""Salt""]"
183,184,Dessert,Crepe Ice Cream Roll,5.5,e7a2f,"[    ""Flour"",    ""Egg"",    ""Milk"",    ""Butter"",    ""Sugar"",    ""Salt"",    ""Ice Cream"",    ""Strawberry"",    ""Chocolate Syrup"",    ""Whipped Cream""]"
184,185,Mexican,Steak Burrito,9.0,9f4a2,"[""Steak"",""Tortilla"",""Rice"",""Beans"",""Salsa"",""Cheese"",""Lettuce"",""Tomato"",""Onion"",""Cilantro"",""Lime"",""Avocado"",""Sour Cream"",""Salt"",""Pepper"",""Oil""]"
185,186,Breakfast,Classic Belgian Waffle,6.5,e3b2d,"[""Flour"",""Sugar"",""Baking powder"",""Baking soda"",""Salt"",""Egg"",""Milk"",""Butter"",""Vanilla""]"
186,187,Asian,Spicy Pork Rice Bowl,9.25,d6e4a,"[    ""Rice"",    ""Pork"",    ""Soy Sauce"",    ""Sesame Oil"",    ""Garlic"",    ""Ginger"",    ""Chili Flakes"",    ""Sugar"",    ""Lettuce"",    ""Tomato"",    ""Onion"",    ""Cucumber"",    ""Carrot"",    ""Sesame Seeds"",    ""Green Onion""]"
187,188,Healthy,BBQ Tempeh Salad,8.75,9f6b0,"[    ""Tempeh"",    ""BBQ Sauce"",    ""Lettuce"",    ""Tomato"",    ""Cucumber"",    ""Red Onion"",    ""Corn"",    ""Bell Pepper"",    ""Avocado"",    ""Cheese""]"
188,189,Side,Potato Chips,2.0,0c6e4,"[  ""Potato"",  ""Oil"",  ""Salt""]"
189,190,Chinese,Chicken Dumplings (8),6.0,b0e7f,"[    ""Flour"",    ""Water"",    ""Salt"",    ""Chicken"",    ""Onion"",    ""Ginger"",    ""Garlic"",    ""Soy sauce"",    ""Sesame oil"",    ""Green onions"",    ""Cabbage"",    ""Pepper"",    ""Chicken broth"",    ""Carrots"",    ""Celery""]"
190,191,Asian,Soba Noodles with Veggies,8.5,d4f7a,"[    ""Soba Noodles"",    ""Carrots"",    ""Bell Pepper"",    ""Onion"",    ""Garlic"",    ""Ginger"",    ""Spinach"",    ""Mushrooms"",    ""Broccoli"",    ""Soy Sauce"",    ""Sesame Oil"",    ""Rice Vinegar"",    ""Sugar"",    ""Green Onions"",    ""Sesame Seeds""]"
191,192,Fried Chicken,Fried Chicken Sandwich,7.75,7c1a9,"[    ""Chicken"",    ""Burger buns"",    ""Flour"",    ""Spices"",    ""Egg"",    ""Cooking Oil"",    ""Lettuce"",    ""Tomato"",    ""Cheese"",    ""Mayonnaise""]"
192,193,Dessert,Boston Cream Donut,2.25,e9a1c,"[""Flour"",""Yeast"",""Sugar"",""Milk"",""Butter"",""Eggs"",""Salt"",""Cornstarch"",""Vanilla"",""Chocolate""]"
193,194,Indian,Chicken Tikka Masala,10.5,6a0c3,"[""Chicken"",""Yogurt"",""Lemon"",""Ginger"",""Garlic"",""Turmeric"",""Cumin"",""Coriander"",""Chili Powder"",""Garam Masala"",""Tomato"",""Onion"",""Cream"",""Butter"",""Salt"",""Oil""]"
194,195,BBQ,BBQ Bacon Cheeseburger,11.5,f8a3d,"[  ""Ground Beef"",  ""Burger Buns"",  ""Cheese"",  ""Bacon"",  ""BBQ Sauce"",  ""Tomato"",  ""Lettuce"",  ""Onion"",  ""Pickles""]"
195,196,Tex-Mex,Classic Beef Chili,6.75,9d5f2,"[    ""Beef"",    ""Tomato"",    ""Beans"",    ""Onion"",    ""Chili Peppers"",    ""Garlic"",    ""Broth"",    ""Cumin"",    ""Oregano"",    ""Paprika"",    ""Salt"",    ""Pepper"",    ""Oil""]"
196,197,Dessert,Apple Crumble Pie,4.5,8b7a3,"[""Flour"",""Butter"",""Sugar"",""Water"",""Apples"",""Cinnamon"",""Oats"",""Lemon""]"
197,198,American,Korean Fried Wings (6 pcs),8.0,6c3f2,"[    ""Chicken wings"",    ""Soy sauce"",    ""Garlic"",    ""Ginger"",    ""Black pepper"",    ""Salt"",    ""All-purpose flour"",    ""Cornstarch"",    ""Baking powder"",    ""Water"",    ""Gochujang"",    ""Honey"",    ""Rice vinegar"",    ""Sesame oil"",    ""Sesame seeds""]"
