,item_id,cuisine_tag,item_name,item_price,merchant_id,ingredients
198,199,Asian,Kung Pao Chicken,9.25,1a3f7,"[    ""Chicken"",    ""Peanuts"",    ""Dried Chili"",    ""Sichuan Peppercorns"",    ""Scallions"",    ""Garlic"",    ""Ginger"",    ""Soy Sauce"",    ""Vinegar"",    ""Sugar"",    ""Cornstarch"",    ""Cooking Oil"",    ""Water"",    ""Bell Pepper"",    ""Carrot"",    ""Sesame Oil""]"
199,200,French,Spinach & Feta Crepe,7.25,0e7a4,"[  ""Flour"",  ""Milk"",  ""Eggs"",  ""Butter"",  ""Salt"",  ""Spinach"",  ""Feta Cheese"",  ""Onion"",  ""Garlic"",  ""Olive Oil"",  ""Black Pepper"",  ""Nutmeg""]"
200,201,Italian,Mushroom & Truffle Pizza,10.75,6f5a0,"[    ""Pizza Dough"",    ""Tomato Sauce"",    ""Mozzarella Cheese"",    ""Mushrooms"",    ""Truffle Oil"",    ""Garlic"",    ""Onion"",    ""Parsley"",    ""Salt"",    ""Pepper"",    ""Olive Oil""]"
201,202,Seafood,Shrimp Basket,9.5,b9e5f,"[""Shrimp"",""Flour"",""Breadcrumbs"",""Seasoning"",""Oil"",""Potatoes"",""Salt"",""Cabbage"",""Carrot"",""Mayonnaise"",""Lemon"",""Tartar Sauce""]"
202,203,Mexican,Veggie Tacos with Black Beans,6.75,e8b3c,"[""Taco Shells"",""Black Beans"",""Onion"",""Bell Pepper"",""Tomato"",""Lettuce"",""Cheese"",""Olive Oil"",""Cumin"",""Salt""]"
203,204,Breakfast,Chicken & Waffles,9.0,e3b2d,"[  ""Chicken"",  ""Flour"",  ""Egg"",  ""Milk"",  ""Butter"",  ""Sugar"",  ""Baking Powder"",  ""Salt"",  ""Pepper"",  ""Paprika"",  ""Garlic Powder"",  ""Onion Powder"",  ""Oil"",  ""Maple Syrup"",  ""Hot Sauce""]"
204,205,American,Chicken Pesto Sandwich,8.5,8a2c6,"[  ""Chicken"",  ""Pesto"",  ""Bread"",  ""Cheese"",  ""Tomato"",  ""Lettuce""]"
205,206,Side,Garlic Mashed Potatoes,4.0,a1b5e,"[  ""Potato"",  ""Garlic"",  ""Milk"",  ""Butter"",  ""Salt"",  ""Pepper""]"
206,207,Side,Mango Chutney,1.75,b9e8c,"['Mango','Sugar','Vinegar','Ginger','Garlic','Chili','Salt','Mustard Seeds','Cumin Seeds','Onion','Raisins']"
207,208,Mexican,Spicy Shrimp Tacos,8.0,f3b8d,"[    ""Shrimp"",    ""Tortillas"",    ""Chili powder"",    ""Cumin"",    ""Paprika"",    ""Salt"",    ""Pepper"",    ""Garlic powder"",    ""Tomato"",    ""Lettuce"",    ""Onion"",    ""Cilantro"",    ""Cheese"",    ""Lime"",    ""Avocado"",    ""Jalapeno"",    ""Oil""]"
208,209,Filipino,Pancit Bihon with Shrimp,8.5,f7d1a,"[    ""Pancit Bihon noodles"",    ""Shrimp"",    ""Carrots"",    ""Cabbage"",    ""String beans"",    ""Onion"",    ""Garlic"",    ""Soy sauce"",    ""Oyster sauce"",    ""Chicken broth"",    ""Cooking oil"",    ""Black pepper"",    ""Green onions""]"
209,210,Asian,Vietnamese Pho with Beef,10.0,d4f7a,"[    ""Beef bones"",    ""Onion"",    ""Ginger"",    ""Star anise"",    ""Cloves"",    ""Cinnamon stick"",    ""Coriander seeds"",    ""Fennel seeds"",    ""Salt"",    ""Sugar"",    ""Fish sauce"",    ""Beef brisket"",    ""Beef steak"",    ""Rice noodles"",    ""Bean sprouts"",    ""Thai basil"",    ""Mint"",    ""Cilantro"",    ""Green onions"",    ""Lime"",    ""Jalapeño"",    ""Hoisin sauce"",    ""Sriracha""]"
210,211,Mexican,Al Pastor Tacos,7.75,7d3c1,"[    ""Pork"",    ""Pineapple"",    ""Onion"",    ""Tortillas"",    ""Lime"",    ""Cilantro"",    ""Salsa"",    ""Achiote"",    ""Vinegar"",    ""Orange"",    ""Garlic"",    ""Spices"",    ""Oil""]"
211,212,Beverage,Root Beer Float,3.5,d3b6a,"[  ""Root Beer"",  ""Ice Cream""]"
212,213,Spanish,Gambas al Ajillo (Garlic Shrimp),7.5,2a3e9,"[  ""Shrimp"",  ""Garlic"",  ""Olive Oil"",  ""Chili Peppers"",  ""Parsley"",  ""Salt"",  ""Pepper"",  ""Lemon"",  ""Bread""]"
213,214,Indian,Vegetable Korma,8.75,b9e8c,"[    ""Onion"",    ""Tomato"",    ""Ginger"",    ""Garlic"",    ""Green chili"",    ""Cauliflower"",    ""Potato"",    ""Peas"",    ""Carrot"",    ""Green beans"",    ""Cashews"",    ""Yogurt"",    ""Coconut milk"",    ""Coriander powder"",    ""Cumin powder"",    ""Turmeric powder"",    ""Garam masala"",    ""Salt"",    ""Sugar"",    ""Bay leaf"",    ""Cinnamon stick"",    ""Cardamom pod"",    ""Clove"",    ""Cooking oil"",    ""Fresh coriander leaf""]"
214,215,Italian,Pepperoni Pizza Slice,3.0,3f7e4,"[""Pizza Dough"",""Tomato Sauce"",""Cheese"",""Pepperoni""]"
215,216,Beverage,Cappuccino,3.25,6f1c4,"[  ""Coffee"",  ""Milk"",  ""Cocoa""]"
216,217,Chinese,Spicy Wontons in Chili Oil,6.25,7f2c1,"[  ""Ground Pork"",  ""Wonton Wrappers"",  ""Soy Sauce"",  ""Ginger"",  ""Garlic"",  ""Green Onion"",  ""Sesame Oil"",  ""Egg"",  ""Dried Chili Flakes"",  ""Vegetable Oil"",  ""Sugar"",  ""Sichuan Peppercorns""]"
217,218,Side,Seasoned Curly Fries,3.5,b9e5f,"[  ""Potatoes"",  ""Salt"",  ""Pepper"",  ""Paprika"",  ""Garlic Powder"",  ""Onion Powder"",  ""Cayenne Pepper"",  ""Oil""]"
218,219,Healthy,Greek Salad with Feta,8.5,3b1c6,"[  ""Tomato"",  ""Cucumber"",  ""Red Onion"",  ""Green Bell Pepper"",  ""Kalamata Olives"",  ""Feta Cheese"",  ""Olive Oil"",  ""Red Wine Vinegar"",  ""Dried Oregano"",  ""Salt"",  ""Black Pepper""]"
219,220,Japanese,Chicken Karaage Ramen,9.75,2f7b5,"[    ""Chicken Broth"",    ""Soy Sauce"",    ""Mirin"",    ""Ginger"",    ""Garlic"",    ""Green Onion"",    ""Salt"",    ""Pepper"",    ""Ramen Noodles"",    ""Chicken Thighs"",    ""Potato Starch"",    ""Flour"",    ""Oil"",    ""Egg"",    ""Seaweed"",    ""Corn"",    ""Spinach"",    ""Sesame Seeds""]"
220,221,Beverage,Strawberry Protein Smoothie,6.5,5e7b2,"[  ""Strawberry"",  ""Protein powder"",  ""Milk"",  ""Yogurt"",  ""Banana"",  ""Ice""]"
221,222,Beverage,Freshly Brewed Coffee,2.5,3e2b6,"[  ""Coffee Beans"",  ""Water""]"
222,223,Snack,Granola Yogurt Parfait,4.25,c9f0b,"[""Granola"",""Greek Yogurt"",""Strawberries"",""Blueberries"",""Banana""]"
223,224,Asian,Beef Ramen Bowl,9.75,b7a3e,"[    ""Ramen noodles"",    ""Beef"",    ""Beef broth"",    ""Soy sauce"",    ""Mirin"",    ""Garlic"",    ""Ginger"",    ""Green onion"",    ""Egg"",    ""Bok choy"",    ""Mushroom"",    ""Bean sprouts"",    ""Sesame oil"",    ""Chili oil"",    ""Nori seaweed""]"
224,225,Mediterranean,Baba Ghanoush with Pita,6.0,6a9c1,"[  ""Eggplant"",  ""Tahini"",  ""Lemon"",  ""Garlic"",  ""Olive Oil"",  ""Salt"",  ""Pepper"",  ""Parsley"",  ""Pita Bread""]"
225,226,Mexican,Chorizo & Egg Breakfast Taco,6.5,a5c3b,"[    ""Chorizo"",    ""Eggs"",    ""Tortillas"",    ""Cheese"",    ""Onion"",    ""Tomato"",    ""Cilantro"",    ""Jalapeno"",    ""Oil"",    ""Salt"",    ""Pepper""]"
226,227,Side,Seaweed Salad,3.0,8f2a6,"[  ""Wakame Seaweed"",  ""Soy Sauce"",  ""Rice Vinegar"",  ""Sesame Oil"",  ""Sugar"",  ""Ginger"",  ""Garlic"",  ""Sesame Seeds""]"
227,228,Side,Thai Fish Cakes,4.0,d4f7a,"[    ""Fish"",    ""Red Curry Paste"",    ""Lime Leaves"",    ""Green Beans"",    ""Fish Sauce"",    ""Egg"",    ""Cornstarch"",    ""Oil"",    ""Cucumber"",    ""Chili Sauce""]"
228,229,American,Tuna Melt,7.25,0c6e4,"[  ""Bread"",  ""Tuna"",  ""Mayonnaise"",  ""Cheese"",  ""Butter"",  ""Tomato"",  ""Onion"",  ""Celery"",  ""Black Pepper"",  ""Salt""]"
229,230,Thai,Pad Thai with Chicken,9.0,7a8e0,"[""Rice Noodles"",""Chicken"",""Garlic"",""Shallots"",""Dried Shrimp"",""Bean Sprouts"",""Chives"",""Lime"",""Red Onion"",""Carrot"",""Fish Sauce"",""Tamarind Paste"",""Palm Sugar"",""Soy Sauce"",""Rice Vinegar"",""Chili Flakes"",""Peanuts"",""Cilantro""]"
230,231,Seafood,Seafood Paella,14.5,a6c9f,"[    ""Rice"",    ""Shrimp"",    ""Mussels"",    ""Clams"",    ""Squid"",    ""Onion"",    ""Bell Pepper"",    ""Peas"",    ""Tomato"",    ""Fish Broth"",    ""Olive Oil"",    ""Saffron"",    ""Garlic"",    ""Lemon"",    ""Parsley"",    ""Salt"",    ""Pepper""]"
231,232,American,Grilled Veggie Panini,7.75,8a2c6,"[""Bread"",""Cheese"",""Tomato"",""Onion"",""Bell Pepper"",""Zucchini"",""Mushroom"",""Olive Oil"",""Salt"",""Pepper""]"
232,233,Side,Olive Mix,2.25,5e0b4,"[    ""Green Olives"",    ""Black Olives"",    ""Pimientos"",    ""Garlic"",    ""Olive Oil"",    ""Vinegar"",    ""Spices""]"
233,234,American,New York Style Dog,4.25,d3b6a,"[""Hot Dog Bun"",""Hot Dog"",""Mustard"",""Sauerkraut"",""Onion""]"
234,235,Breakfast,Buttermilk Pancakes,6.0,3c7e9,"[  ""Flour"",  ""Sugar"",  ""Baking Powder"",  ""Baking Soda"",  ""Salt"",  ""Egg"",  ""Buttermilk"",  ""Butter""]"
235,236,Asian,Seafood Laksa Noodles,10.25,9b5a0,"[    ""Dried Chili"",    ""Fresh Chili"",    ""Shallot"",    ""Garlic"",    ""Ginger"",    ""Turmeric"",    ""Lemongrass"",    ""Galangal"",    ""Coriander Seed"",    ""Cumin Seed"",    ""Nut"",    ""Shrimp Paste"",    ""Lime Leaf"",    ""Chicken Broth"",    ""Coconut Milk"",    ""Water"",    ""Rice Noodles"",    ""Shrimp"",    ""Mussel"",    ""Squid"",    ""Fish Cake"",    ""Crab Stick"",    ""Bean Sprout"",    ""Bok Choy"",    ""Eggplant"",    ""Green Bean"",    ""Tofu Puff"",    ""Coriander"",    ""Mint"",    ""Laksa Leaf"",    ""Fried Shallot"",    ""Lime""]"
236,237,Asian,Sesame Tofu Bowl,8.5,d6e4a,"[  ""Tofu"",  ""Sesame oil"",  ""Sesame seeds"",  ""Rice"",  ""Broccoli"",  ""Carrot"",  ""Cucumber"",  ""Spinach"",  ""Red Pepper"",  ""Soy Sauce"",  ""Rice Vinegar"",  ""Honey"",  ""Garlic"",  ""Ginger""]"
237,238,American,Classic Buffalo Wings (6 pcs),7.5,8d5f9,"[    ""Chicken Wings"",    ""Hot Sauce"",    ""Butter"",    ""Worcestershire Sauce"",    ""Garlic Powder"",    ""Onion Powder"",    ""Paprika"",    ""Salt"",    ""Pepper"",    ""Flour"",    ""Cooking Oil""]"
238,239,Mediterranean,Shawarma Fries,7.5,1a5f4,"[    ""Potatoes"",    ""Chicken"",    ""Cumin"",    ""Paprika"",    ""Turmeric"",    ""Garlic Powder"",    ""Salt"",    ""Black Pepper"",    ""Lemon"",    ""Olive Oil"",    ""Tomato"",    ""Onion"",    ""Lettuce"",    ""Cucumber Pickles"",    ""Tahini Paste"",    ""Garlic"",    ""Mayonnaise"",    ""Cheese""]"
239,240,Chinese,Pork & Chive Dumplings (6),5.5,7f2c1,"[""Pork"",""Chives"",""Dumpling Wrappers"",""Ginger"",""Garlic"",""Soy Sauce"",""Sesame Oil"",""Rice Wine"",""White Pepper"",""Salt"",""Sugar""]"
240,241,Steak,Filet Mignon,18.75,a1b5e,"[    ""Beef Tenderloin"",    ""Salt"",    ""Black Pepper"",    ""Butter""]"
241,242,Fried Chicken,4-Piece Chicken Meal,9.5,0c2d7,"[    ""Chicken"",    ""Burger buns"",    ""Potatoes"",    ""Lettuce"",    ""Tomato"",    ""Cheese"",    ""Ketchup"",    ""Mayonnaise"",    ""Salt"",    ""Pepper"",    ""Oil""]"
242,243,Beverage,Green Tea,2.0,5b8d2,"[  ""Green Tea Leaves"",  ""Water""]"
243,244,Side,Seaweed Salad,3.25,f9e4c,"[""Seaweed"",""Soy Sauce"",""Rice Vinegar"",""Sesame Oil"",""Sugar"",""Sesame Seeds"",""Ginger"",""Garlic"",""Red Pepper Flakes"",""Green Onions""]"
244,245,Healthy,Avocado Kale Salad,9.25,3b1c6,"[  ""Kale"",  ""Avocado"",  ""Tomato"",  ""Red Onion"",  ""Cucumber"",  ""Almonds"",  ""Lemon Juice"",  ""Olive Oil"",  ""Salt"",  ""Pepper"",  ""Garlic""]"
245,246,Hawaiian,Tofu Poke Bowl,9.25,f9e4c,"[    ""Tofu"",    ""Rice"",    ""Soy sauce"",    ""Sesame oil"",    ""Rice vinegar"",    ""Sugar"",    ""Ginger"",    ""Garlic"",    ""Green onion"",    ""Avocado"",    ""Cucumber"",    ""Edamame"",    ""Seaweed"",    ""Sesame seeds"",    ""Tomato"",    ""Lettuce""]"
246,247,Indian,Paneer Tikka Masala,9.0,c5e2a,"[    ""Paneer"",    ""Yogurt"",    ""Ginger"",    ""Garlic"",    ""Turmeric powder"",    ""Red chili powder"",    ""Garam masala"",    ""Lemon"",    ""Vegetable Oil"",    ""Onion"",    ""Bell pepper"",    ""Tomato"",    ""Cashews"",    ""Coriander powder"",    ""Kasuri methi"",    ""Cream"",    ""Sugar"",    ""Salt"",    ""Water""]"
247,248,Side,Basmati Rice,2.5,6a0c3,"[""Basmati Rice"",""Water"",""Salt"",""Oil""]"
248,249,Beverage,Horchata,2.75,f3b8d,"[  ""Rice"",  ""Water"",  ""Cinnamon sticks"",  ""Sugar""]"
249,250,Asian,Grilled Chicken Rice Bowl,8.75,7f4d2,"[""Chicken Breast"",""Rice"",""Lettuce"",""Tomato"",""Onion"",""Soy Sauce"",""Sesame Seeds"",""Avocado"",""Corn""]"
250,251,Side,Garlic Sauce,1.0,1c2e6,"[""Garlic"",""Olive Oil"",""Salt"",""Black Pepper"",""Parsley"",""Lemon Juice"",""Water""]"
251,252,Side,Gyoza (5 pcs),4.0,4f0c5,"[""Gyoza Wrappers"",""Ground Pork"",""Cabbage"",""Garlic Chives"",""Ginger"",""Garlic"",""Soy Sauce"",""Sesame Oil"",""Cooking Oil"",""Water""]"
252,253,Snack,Acai Bowl,7.0,5e7b2,"[  ""Acai puree"",  ""Almond milk"",  ""Banana"",  ""Strawberry"",  ""Blueberry"",  ""Granola"",  ""Chia seeds"",  ""Almond"",  ""Honey""]"
253,254,BBQ,Smoked Turkey Leg,10.0,f8a3d,"[""Turkey Legs"",""Salt"",""Pepper"",""Paprika"",""Garlic Powder"",""Onion Powder"",""Brown Sugar"",""Thyme"",""Rosemary"",""Olive Oil""]"
254,255,Beverage,Sparkling Water,2.5,7c5b9,"[  ""Water"",  ""Carbon Dioxide""]"
255,256,Thai,Massaman Curry,10.0,f1c7a,"[    ""Chicken"",    ""Potato"",    ""Onion"",    ""Peanuts"",    ""Coconut Milk"",    ""Massaman Curry Paste"",    ""Fish Sauce"",    ""Sugar"",    ""Tamarind Paste"",    ""Lime Juice"",    ""Bay Leaves"",    ""Cinnamon Stick"",    ""Star Anise"",    ""Cardamom Pods"",    ""Cooking Oil"",    ""Water""]"
256,257,Italian,Supreme Pizza,10.5,4b1d7,"[    ""Pizza Dough"",    ""Tomato Sauce"",    ""Mozzarella Cheese"",    ""Pepperoni"",    ""Sausage"",    ""Green Bell Pepper"",    ""Onion"",    ""Mushroom"",    ""Black Olives""]"
257,258,Mediterranean,Mixed Grill Platter,11.5,1a5f4,"[    ""Beef Steak"",    ""Chicken Breast"",    ""Sausages"",    ""Onion"",    ""Bell Pepper"",    ""Mushroom"",    ""Tomato"",    ""Burger Buns"",    ""Olive Oil"",    ""Salt"",    ""Pepper"",    ""Garlic"",    ""Lemon"",    ""Herbs""]"
258,259,Beverage,Fresh Orange Juice,3.0,3c7e9,"[  ""Orange""]"
259,260,Contemporary,Grilled Lamb Chops,15.0,4a3e6,"[""Lamb Chops"",""Olive Oil"",""Lemon"",""Garlic"",""Rosemary"",""Salt"",""Pepper""]"
260,261,Asian,Thai Pad See Ew,9.5,d4f7a,"[    ""Wide Rice Noodles"",    ""Chicken"",    ""Egg"",    ""Chinese Broccoli"",    ""Garlic"",    ""Dark Soy Sauce"",    ""Soy Sauce"",    ""Oyster Sauce"",    ""Sugar"",    ""Cooking Oil""]"
261,262,Side,Edamame with Sea Salt,3.0,4a7c1,"[  ""Edamame"",  ""Sea Salt"",  ""Water""]"
262,263,Burgers,Blue Cheese Burger,8.75,0c5d8,"[    ""Burger Buns"",    ""Beef Patty"",    ""Blue Cheese"",    ""Lettuce"",    ""Tomato"",    ""Onion""]"
263,264,Side,Lumpiang Shanghai,4.25,f7d1a,"[  ""Ground Pork"",  ""Lumpia Wrappers"",  ""Onion"",  ""Garlic"",  ""Carrot"",  ""Egg"",  ""Soy Sauce"",  ""Salt"",  ""Pepper"",  ""Cooking Oil""]"
264,265,Breakfast,Egg & Cheese Bagel,5.0,3e2b6,"[  ""Bagel"",  ""Egg"",  ""Cheese"",  ""Salt"",  ""Pepper"",  ""Oil""]"
265,266,Indian,Goan Prawn Curry,12.0,a3e8b,"[    ""Prawns"",    ""Onion"",    ""Tomato"",    ""Green Chili"",    ""Ginger"",    ""Garlic"",    ""Coconut Milk"",    ""Turmeric Powder"",    ""Chili Powder"",    ""Coriander Powder"",    ""Cumin Powder"",    ""Mustard Seeds"",    ""Curry Leaves"",    ""Cooking Oil"",    ""Salt"",    ""Sugar"",    ""Lemon"",    ""Water""]"
266,267,American,Turkey Club Sandwich,7.5,0c6e4,"[  ""Bread"",  ""Turkey"",  ""Bacon"",  ""Lettuce"",  ""Tomato"",  ""Mayonnaise"",  ""Cheese""]"
267,268,Contemporary,Portobello Mushroom Burger,9.25,b0a4f,"[""Portobello Mushrooms"",""Burger Buns"",""Cheese"",""Lettuce"",""Tomato"",""Onion"",""Mayonnaise"",""Ketchup"",""Mustard"",""Olive Oil"",""Salt"",""Pepper""]"
268,269,Dessert,Mini Waffle Sundae,5.5,5d9e3,"[""Waffle mix"",""Ice cream"",""Chocolate sauce"",""Whipped cream"",""Sprinkles"",""Cherries"",""Nuts""]"
269,270,Indian,Butter Chicken with Rice,10.0,c5e2a,"[    ""Chicken"",    ""Butter"",    ""Tomato"",    ""Onion"",    ""Garlic"",    ""Ginger"",    ""Cream"",    ""Yogurt"",    ""Turmeric"",    ""Chili Powder"",    ""Garam Masala"",    ""Coriander Powder"",    ""Cumin Powder"",    ""Kasuri Methi"",    ""Salt"",    ""Rice"",    ""Water""]"
270,271,Beverage,Blueberry Oat Smoothie,6.0,c9f0b,"[  ""Blueberries"",  ""Oats"",  ""Milk"",  ""Yogurt""]"
271,272,Fried Chicken,Chicken & Waffles,10.0,0c2d7,"[    ""Chicken pieces"",    ""Flour"",    ""Salt"",    ""Black pepper"",    ""Paprika"",    ""Garlic powder"",    ""Onion powder"",    ""Buttermilk"",    ""Oil"",    ""Sugar"",    ""Baking powder"",    ""Baking soda"",    ""Eggs"",    ""Milk"",    ""Butter"",    ""Maple syrup""]"
272,273,Burgers,Factory Special Burger,10.0,5c1f8,"[    ""Burger buns"",    ""Beef patty"",    ""Cheese"",    ""Lettuce"",    ""Tomato"",    ""Onion"",    ""Pickles"",    ""Ketchup"",    ""Mustard"",    ""Mayonnaise""]"
273,274,Mediterranean,Hummus & Pita,5.0,8e9a0,"[    ""Chickpeas"",    ""Tahini"",    ""Lemon"",    ""Garlic"",    ""Olive Oil"",    ""Salt"",    ""Cumin"",    ""Pita Bread"",    ""Tomato"",    ""Cucumber"",    ""Onion"",    ""Bell Pepper"",    ""Lettuce"",    ""Olives"",    ""Parsley"",    ""Paprika""]"
274,275,Side,Tabbouleh Salad,3.75,d1e9b,"[  ""Parsley"",  ""Mint"",  ""Bulgur"",  ""Tomato"",  ""Cucumber"",  ""Onion"",  ""Lemon"",  ""Olive Oil"",  ""Salt"",  ""Pepper""]"
275,276,Mediterranean,Falafel Bowl with Hummus,8.0,d1e9b,"[    ""Falafel"",    ""Hummus"",    ""Rice"",    ""Lettuce"",    ""Tomato"",    ""Cucumber"",    ""Red Onion"",    ""Pickles"",    ""Olives"",    ""Parsley""]"
276,277,Korean,BBQ Short Ribs (Galbi),14.75,c5a8e,"[    ""Short Ribs"",    ""Soy Sauce"",    ""Sugar"",    ""Garlic"",    ""Ginger"",    ""Onion"",    ""Sesame Oil"",    ""Rice Wine"",    ""Black Pepper"",    ""Pear"",    ""Green Onion"",    ""Sesame Seeds""]"
277,278,Breakfast,Berry Compote French Toast,7.25,6f1c4,"[""Bread"",""Eggs"",""Milk"",""Sugar"",""Vanilla"",""Butter"",""Strawberries"",""Blueberries"",""Raspberries"",""Lemon"",""Water""]"
278,279,Japanese,Salmon Nigiri (5 pcs),8.0,b3e8f,"[  ""Rice"",  ""Salmon"",  ""Rice Vinegar"",  ""Sugar"",  ""Salt"",  ""Wasabi"",  ""Soy Sauce"",  ""Pickled Ginger""]"
279,280,Asian,Spicy Garlic Udon,8.5,b7a3e,"[    ""Udon Noodles"",    ""Garlic"",    ""Chili Flakes"",    ""Soy Sauce"",    ""Chicken Broth"",    ""Cooking Oil"",    ""Onion"",    ""Green Onion"",    ""Chicken"",    ""Sesame Seeds""]"
280,281,Seafood,Crab Cake Burger,10.75,b9e5f,"[  ""Crab Cakes"",  ""Burger Buns"",  ""Lettuce"",  ""Tomato"",  ""Onion"",  ""Cheese"",  ""Mayonnaise"",  ""Lemon"",  ""Oil""]"
281,282,Indian,Malai Kofta,9.25,2a9c5,"[    ""Potato"",    ""Paneer"",    ""Corn Flour"",    ""Ginger"",    ""Garlic"",    ""Green Chili"",    ""Cumin Powder"",    ""Coriander Powder"",    ""Garam Masala"",    ""Turmeric Powder"",    ""Red Chili Powder"",    ""Cashews"",    ""Raisins"",    ""Salt"",    ""Oil"",    ""Onion"",    ""Tomato"",    ""Cream"",    ""Milk"",    ""Sugar"",    ""Kasuri Methi""]"
282,283,Dessert,Pecan Pie Slice,5.25,9c8e2,"[  ""Flour"",  ""Butter"",  ""Pecans"",  ""Corn Syrup"",  ""Sugar"",  ""Eggs"",  ""Vanilla"",  ""Salt""]"
283,284,Side,Steamed Vegetables,3.0,7e2d8,"[  ""Broccoli"",  ""Carrots"",  ""Cauliflower"",  ""Green beans"",  ""Bell pepper"",  ""Corn"",  ""Asparagus""]"
284,285,Steak,Grilled Ribeye Steak,16.5,a1b5e,"[  ""Ribeye Steak"",  ""Salt"",  ""Black Pepper"",  ""Olive Oil"",  ""Garlic"",  ""Butter"",  ""Potato""]"
285,286,Fried Chicken,Spicy Chicken Tenders,8.0,0c2d7,"[    ""Chicken Breast"",    ""Flour"",    ""Breadcrumbs"",    ""Egg"",    ""Milk"",    ""Paprika"",    ""Cayenne Pepper"",    ""Garlic Powder"",    ""Onion Powder"",    ""Salt"",    ""Black Pepper"",    ""Vegetable Oil""]"
286,287,Vegetarian,Zucchini Noodle Salad,7.75,9a8c5,"[    ""Zucchini"",    ""Olive Oil"",    ""Lemon Juice"",    ""Garlic"",    ""Salt"",    ""Pepper"",    ""Tomato"",    ""Cucumber"",    ""Red Onion"",    ""Basil"",    ""Feta Cheese"",    ""Pine Nuts""]"
287,288,Chinese,Chicken Feet in Black Bean Sauce,5.25,7d4e1,"[    ""Chicken Feet"",    ""Fermented Black Beans"",    ""Garlic"",    ""Ginger"",    ""Soy Sauce"",    ""Cooking Wine"",    ""Sugar"",    ""Cooking Oil""]"
288,289,Side,Lebanese Pickles,2.25,1f5b7,"[  ""Cucumber"",  ""Turnip"",  ""Carrot"",  ""Cauliflower"",  ""Green beans"",  ""Pepper"",  ""Water"",  ""Salt"",  ""Vinegar"",  ""Garlic"",  ""Bay leaf"",  ""Coriander"",  ""Mustard seed"",  ""Black pepper""]"
289,290,Beverage,Vietnamese Iced Coffee,3.25,c8d3e,"[  ""Coffee"",  ""Sweetened Condensed Milk"",  ""Water"",  ""Ice""]"
290,291,BBQ,Texas Toast Pulled Pork,9.5,f8a3d,"[    ""Pork Shoulder"",    ""BBQ Sauce"",    ""Salt"",    ""Pepper"",    ""Paprika"",    ""Garlic Powder"",    ""Onion Powder"",    ""Brown Sugar"",    ""Broth"",    ""Texas Toast Bread"",    ""Butter"",    ""Cabbage"",    ""Carrot"",    ""Mayonnaise"",    ""Vinegar"",    ""Sugar"",    ""Pickles"",    ""Onion"",    ""Cheese"",    ""Jalapenos""]"
291,292,Mexican,Crunchy Taco Combo,6.75,a5c3b,"[    ""Ground Beef"",    ""Taco Seasoning"",    ""Crunchy Taco Shells"",    ""Lettuce"",    ""Tomato"",    ""Cheese"",    ""Cola""]"
292,293,Seafood,Grilled Cod with Lemon Butter,12.0,9b4c2,"[  ""Cod"",  ""Lemon"",  ""Butter"",  ""Salt"",  ""Pepper"",  ""Olive Oil"",  ""Garlic"",  ""Parsley""]"
293,294,Dessert,Gulab Jamun,3.0,c5e2a,"[  ""Milk Powder"",  ""Flour"",  ""Baking Soda"",  ""Milk"",  ""Ghee"",  ""Sugar"",  ""Water"",  ""Cardamom""]"
294,295,Dessert,Blueberry Pie,4.75,8b7a3,"[""Blueberries"",""Flour"",""Butter"",""Sugar"",""Cornstarch"",""Lemon"",""Salt"",""Water"",""Egg""]"
