,item_id,cuisine_tag,item_name,item_price,merchant_id,ingredients
295,296,Chinese,Lotus Leaf Sticky Rice,6.0,7d4e1,"[    ""Sticky Rice"",    ""Lotus Leaves"",    ""Chicken"",    ""Mushroom"",    ""Shrimp"",    ""Egg"",    ""Carrot"",    ""Peas"",    ""Soy Sauce"",    ""Oyster Sauce"",    ""Sugar"",    ""Cooking Wine"",    ""Sesame Oil"",    ""White Pepper"",    ""Salt"",    ""Oil""]"
296,297,Italian,Hawaiian Pizza,9.0,7c5b9,"[    ""Pizza dough"",    ""Tomato"",    ""Cheese"",    ""Ham"",    ""Pineapple""]"
297,298,Indian,Goan Fish Curry,11.5,2a9c5,"[    ""Fish"",    ""Coconut Milk"",    ""Onion"",    ""Tomato"",    ""Green Chilli"",    ""Ginger"",    ""Garlic"",    ""Turmeric Powder"",    ""Red Chilli Powder"",    ""Cumin Seeds"",    ""Coriander Seeds"",    ""Mustard Seeds"",    ""Curry Leaves"",    ""Cooking Oil"",    ""Salt"",    ""Water"",    ""Lime Juice""]"
298,299,Mexican,Beef Burrito,8.5,b4a8f,"[    ""Beef"",    ""Tortillas"",    ""Onion"",    ""Tomato"",    ""Lettuce"",    ""Cheese"",    ""Beans"",    ""Salsa"",    ""Sour Cream"",    ""Taco Seasoning"",    ""Oil"",    ""Salt"",    ""Pepper""]"
299,300,Burgers,Cheesy Smash Burger,9.25,5c1f8,"[    ""Ground Beef"",    ""Burger Buns"",    ""Cheese"",    ""Tomato"",    ""Lettuce"",    ""Onion"",    ""Pickles"",    ""Ketchup"",    ""Mustard"",    ""Salt"",    ""Pepper"",    ""Oil""]"
300,301,French,Ratatouille,11.0,2f3d7,"[    ""Tomato"",    ""Eggplant"",    ""Zucchini"",    ""Bell Pepper"",    ""Onion"",    ""Garlic"",    ""Thyme"",    ""Rosemary"",    ""Bay Leaf"",    ""Salt"",    ""Pepper"",    ""Olive Oil""]"
301,302,Italian,BBQ Chicken Pizza,8.5,3f7e4,"[    ""Pizza Dough"",    ""BBQ Sauce"",    ""Chicken"",    ""Cheese"",    ""Red Onion"",    ""Cilantro"",    ""Olive Oil"",    ""Green Bell Pepper"",    ""Pineapple"",    ""Corn"",    ""Jalapeno""]"
302,303,Italian,Spicy Sausage Pizza,9.25,6f5a0,"[    ""Dough"",    ""Tomato Sauce"",    ""Cheese"",    ""Sausage"",    ""Onion"",    ""Jalapeno"",    ""Chili Flakes"",    ""Olive Oil""]"
303,304,Chinese,Steamed BBQ Pork Buns,4.75,0e1f9,"[    ""Flour"",    ""Yeast"",    ""Sugar"",    ""Water"",    ""Oil"",    ""Baking Powder"",    ""Salt"",    ""Pork"",    ""BBQ Sauce"",    ""Soy Sauce"",    ""Oyster Sauce"",    ""Honey"",    ""Garlic"",    ""Ginger"",    ""Five Spice Powder"",    ""Cornstarch"",    ""Cooking Wine"",    ""Sesame Oil"",    ""Red Food Coloring"",    ""Parchment Paper""]"
304,305,Beverage,Orange Juice,3.0,2b5d7,"[  ""Oranges"",  ""Water"",  ""Sugar""]"
305,306,Mexican,Beef Street Tacos (3 pcs),7.5,e8b3c,"[""Beef"",""Corn Tortillas"",""Onion"",""Cilantro"",""Lime"",""Salsa"",""Cheese""]"
306,307,Japanese,Tuna Sashimi (5 pcs),9.0,8f2a6,"[  ""Tuna"",  ""Soy Sauce"",  ""Wasabi"",  ""Ginger""]"
307,308,Burgers,BBQ Bacon Burger,9.5,0c5d8,"[    ""Ground Beef"",    ""Bacon"",    ""Burger Buns"",    ""Cheese"",    ""BBQ Sauce"",    ""Lettuce"",    ""Tomato"",    ""Red Onion"",    ""Pickles""]"
308,309,Burgers,Avocado Veggie Burger,8.5,4e2d1,"[    ""Veggie Burger Patty"",    ""Burger Buns"",    ""Avocado"",    ""Lettuce"",    ""Tomato"",    ""Onion"",    ""Cheese""]"
309,310,French,Strawberries & Cream Crepe,6.5,e7a2f,"[  ""Flour"",  ""Egg"",  ""Milk"",  ""Butter"",  ""Strawberry"",  ""Cream"",  ""Sugar"",  ""Salt"",  ""Vanilla Extract""]"
310,311,Beverage,Green Detox Smoothie,6.0,5e7b2,"[  ""Spinach"",  ""Apple"",  ""Banana"",  ""Water"",  ""Lemon"",  ""Ginger""]"
311,312,French,Chicken Alfredo Crepe,8.0,e7a2f,"[  ""Flour"",  ""Eggs"",  ""Milk"",  ""Butter"",  ""Salt"",  ""Chicken Breast"",  ""Olive Oil"",  ""Garlic"",  ""Heavy Cream"",  ""Parmesan Cheese"",  ""Pepper""]"
312,313,Mexican,Chicken Fajita Burrito,8.25,b4a8f,"[    ""Chicken"",    ""Onion"",    ""Bell Pepper"",    ""Fajita Seasoning"",    ""Rice"",    ""Black Beans"",    ""Cheese"",    ""Sour Cream"",    ""Lettuce"",    ""Tomato"",    ""Cilantro"",    ""Tortillas"",    ""Lime""]"
313,314,Side,Steamed Jasmine Rice,2.25,1a3f7,"[  ""Jasmine Rice"",  ""Water""]"
314,315,Dessert,Cinnamon Pizza Bites,4.0,4b1d7,"[  ""Flour"",  ""Water"",  ""Baking Powder"",  ""Salt"",  ""Oil"",  ""Tomato Paste"",  ""Cheese"",  ""Oregano"",  ""Butter"",  ""Sugar"",  ""Cinnamon""]"
315,316,Spanish,Chorizo in Red Wine,6.75,2a3e9,"[  ""Chorizo"",  ""Red Wine"",  ""Onion"",  ""Garlic"",  ""Tomato"",  ""Olive Oil"",  ""Bay Leaf"",  ""Bread""]"
316,317,Healthy,Asian Sesame Chicken Salad,8.75,3b1c6,"[    ""Chicken"",    ""Lettuce"",    ""Sesame Dressing"",    ""Sesame Seeds"",    ""Wonton Strips"",    ""Carrot"",    ""Cabbage"",    ""Green Onion""]"
317,318,Filipino,Pancit Bihon Guisado,7.75,8f7c2,"[  ""Bihon Noodles"",  ""Chicken"",  ""Onion"",  ""Garlic"",  ""Carrot"",  ""Cabbage"",  ""Bell Pepper"",  ""Celery"",  ""Soy Sauce"",  ""Oyster Sauce"",  ""Black Pepper"",  ""Salt"",  ""Oil"",  ""Water""]"
318,319,Japanese,Shrimp Teriyaki Bowl,9.75,3d9c8,"[    ""Shrimp"",    ""Rice"",    ""Soy sauce"",    ""Mirin"",    ""Sugar"",    ""Ginger"",    ""Garlic"",    ""Broccoli"",    ""Carrots"",    ""Edamame"",    ""Cabbage"",    ""Green onion"",    ""Sesame seeds"",    ""Nori seaweed""]"
319,320,Seafood,Shrimp Po' Boy Sandwich,9.75,5f1d3,"[  ""Shrimp"",  ""Bread"",  ""Lettuce"",  ""Tomato"",  ""Mayonnaise"",  ""Hot Sauce"",  ""Pickles"",  ""Lemon"",  ""Spices"",  ""Oil""]"
320,321,Beverage,Peanut Butter Power Smoothie,6.75,c9f0b,"[""Banana"",""Milk"",""Peanut Butter"",""Honey"",""Ice""]"
321,322,Vegetarian,Tofu Stir Fry,8.5,9a8c5,"[  ""Tofu"",  ""Broccoli"",  ""Carrot"",  ""Red Bell Pepper"",  ""Onion"",  ""Garlic"",  ""Ginger"",  ""Soy Sauce"",  ""Sesame Oil"",  ""Vegetable Oil""]"
322,323,BBQ,Beef Brisket Plate,12.0,2a1c4,"[    ""Beef Brisket"",    ""Buns"",    ""BBQ Sauce"",    ""Coleslaw"",    ""Pickles"",    ""Onions"",    ""Tomato"",    ""Lettuce""]"
323,324,Mexican,Vegetarian Burrito Bowl,7.75,b4a8f,"[""Rice"",""Black Beans"",""Corn"",""Bell Pepper"",""Onion"",""Tomato"",""Lettuce"",""Avocado"",""Cheese"",""Salsa"",""Lime"",""Cilantro""]"
324,325,Spanish,Albóndigas (Meatballs),6.5,5e0b4,"[  ""Beef"",  ""Breadcrumbs"",  ""Egg"",  ""Onion"",  ""Garlic"",  ""Parsley"",  ""Salt"",  ""Pepper"",  ""Tomato"",  ""Broth"",  ""Carrot"",  ""Potato"",  ""Oregano""]"
325,326,Mediterranean,Spicy Falafel Pita,7.75,d1e9b,"[  ""Falafel"",  ""Pita Bread"",  ""Hot Sauce"",  ""Lettuce"",  ""Tomato"",  ""Cucumber"",  ""Red Onion"",  ""Tahini Sauce"",  ""Pickled Cucumber""]"
326,327,Hawaiian,Ahi Tuna Poke Bowl,11.0,4a7c1,"[""Ahi Tuna"",""Rice"",""Soy Sauce"",""Sesame Oil"",""Avocado"",""Seaweed"",""Green Onion"",""Sesame Seeds"",""Ginger"",""Cucumber""]"
327,328,Vegetarian,Stuffed Bell Peppers,8.25,5b3d8,"[    ""Bell Peppers"",    ""Ground Beef"",    ""Rice"",    ""Onion"",    ""Tomato"",    ""Garlic"",    ""Salt"",    ""Pepper"",    ""Oregano"",    ""Cheese"",    ""Olive Oil""]"
328,329,Fried Chicken,2-Piece Fried Chicken,6.5,0e1b3,"[""Chicken"",""Flour"",""Salt"",""Pepper"",""Paprika"",""Oil"",""Egg""]"
329,330,Beverage,Lychee Iced Tea,3.0,d6e4a,"[""Black Tea"",""Water"",""Sugar"",""Lychee"",""Ice""]"
330,331,Dessert,Crème Brûlée,5.5,2f3d7,"[""Cream"",""Sugar"",""Egg Yolks"",""Vanilla"",""Salt""]"
331,332,Spanish,Spanish Tortilla,5.5,5e0b4,"[  ""Potato"",  ""Onion"",  ""Egg"",  ""Olive Oil"",  ""Salt"",  ""Pepper""]"
332,333,Spanish,Patatas Bravas,5.0,2a3e9,"[    ""Potatoes"",    ""Olive Oil"",    ""Salt"",    ""Tomato"",    ""Onion"",    ""Garlic"",    ""Smoked Paprika"",    ""Sweet Paprika"",    ""Chili Flakes"",    ""Vinegar"",    ""Sugar"",    ""Black Pepper"",    ""Mayonnaise"",    ""Lemon Juice""]"
333,334,Fried Chicken,Chicken Sandwich,7.0,0e1b3,"[  ""Bread"",  ""Chicken"",  ""Lettuce"",  ""Tomato"",  ""Cheese"",  ""Mayonnaise""]"
334,335,Mediterranean,Classic Falafel Plate,8.25,6a9c1,"[    ""Chickpeas"",    ""Onion"",    ""Garlic"",    ""Parsley"",    ""Cilantro"",    ""Cumin"",    ""Coriander"",    ""Baking Soda"",    ""Salt"",    ""Pepper"",    ""Oil"",    ""Pita Bread"",    ""Tomato"",    ""Cucumber"",    ""Lettuce"",    ""Tahini"",    ""Lemon Juice"",    ""Water""]"
335,336,Italian,Meat Lovers Pizza,10.0,7c5b9,"[""Pizza dough"",""Tomato sauce"",""Cheese"",""Pepperoni"",""Sausage"",""Bacon"",""Ham""]"
336,337,Chinese,Vegetable Dumplings (6),5.0,7f2c1,"[  ""Flour"",  ""Water"",  ""Salt"",  ""Cabbage"",  ""Carrot"",  ""Onion"",  ""Garlic"",  ""Ginger"",  ""Soy Sauce"",  ""Sesame Oil"",  ""Vegetable Oil"",  ""Pepper""]"
337,338,Asian,Sesame Peanut Noodles,8.25,9b5a0,"['Noodles','Peanut Butter','Sesame Oil','Soy Sauce','Vinegar','Sugar','Garlic','Ginger','Chili Flakes','Water','Sesame Seeds','Green Onion','Cucumber','Carrot']"
338,339,Side,Cornbread Muffin,2.5,9d5f2,"[  ""Cornmeal"",  ""Flour"",  ""Sugar"",  ""Baking Powder"",  ""Salt"",  ""Egg"",  ""Milk"",  ""Butter""]"
339,340,Dessert,Leche Flan,3.75,8f7c2,"[  ""Egg"",  ""Milk"",  ""Sugar"",  ""Vanilla"",  ""Water""]"
340,341,Side,Thai Spring Rolls,3.5,7a8e0,"[    ""Rice Paper Wrappers"",    ""Shrimp"",    ""Lettuce"",    ""Carrot"",    ""Cucumber"",    ""Bean Sprouts"",    ""Mint"",    ""Cilantro"",    ""Rice Vermicelli""]"
341,342,Mediterranean,Falafel & Eggplant Sandwich,7.5,6a9c1,"[    ""Chickpeas"",    ""Eggplant"",    ""Pita bread"",    ""Tomato"",    ""Lettuce"",    ""Cucumber"",    ""Onion"",    ""Tahini"",    ""Lemon juice"",    ""Garlic"",    ""Parsley"",    ""Cilantro"",    ""Cumin"",    ""Coriander"",    ""Flour"",    ""Baking powder"",    ""Oil"",    ""Salt"",    ""Pepper"",    ""Water""]"
342,343,American,Spicy Jalapeño Dog,4.75,a4f0b,"[""Hot Dogs"",""Hot Dog Buns"",""Jalapeños"",""Cheese"",""Onion"",""Mustard"",""Ketchup""]"
343,344,Beverage,Fountain Drink,2.25,6c3f2,"[""Sparkling Water"",""Sugar"",""Lemon"",""Ice""]"
344,345,Beverage,Tropical Citrus Blend,6.25,c9f0b,"[""Orange"",""Pineapple"",""Mango"",""Lime"",""Ginger""]"
345,346,Japanese,Tofu Teriyaki Bowl,8.25,7e2d8,"[    ""Tofu"",    ""Teriyaki Sauce"",    ""Rice"",    ""Broccoli"",    ""Carrot"",    ""Edamame"",    ""Sesame Seeds"",    ""Green Onion""]"
346,347,Side,Lemon Herb Rice,3.25,a6c9f,"[    ""Rice"",    ""Lemon"",    ""Parsley"",    ""Dill"",    ""Onion"",    ""Garlic"",    ""Oil"",    ""Water"",    ""Salt"",    ""Pepper""]"
347,348,Side,Pico de Gallo,2.0,7d3c1,"[    ""Tomato"",    ""Onion"",    ""Jalapeno"",    ""Cilantro"",    ""Lime"",    ""Salt""]"
348,349,Dessert,Chocolate Glazed Donut,2.0,e9a1c,"[""Flour"",""Sugar"",""Yeast"",""Milk"",""Egg"",""Butter"",""Salt"",""Oil"",""Chocolate""]"
349,350,Japanese,Beef Teriyaki Bowl,9.25,7e2d8,"[  ""Beef Steak"",  ""Soy Sauce"",  ""Mirin"",  ""Sugar"",  ""Ginger"",  ""Garlic"",  ""Rice"",  ""Broccoli"",  ""Carrot"",  ""Onion"",  ""Bell Pepper"",  ""Sesame Seeds"",  ""Green Onion""]"
350,351,Italian,Spinach & Ricotta Ravioli,10.25,d4f0a,"[  ""Flour"",  ""Eggs"",  ""Olive Oil"",  ""Salt"",  ""Spinach"",  ""Ricotta Cheese"",  ""Parmesan Cheese"",  ""Nutmeg"",  ""Pepper"",  ""Tomato"",  ""Garlic"",  ""Onion"",  ""Basil""]"
351,352,Side,Whole Grain Roll,1.5,9f6b0,"[""Whole Wheat Flour"",""Water"",""Yeast"",""Salt"",""Honey"",""Olive Oil""]"
352,353,Side,Coleslaw,2.5,2a1c4,"[  ""Green Cabbage"",  ""Carrot"",  ""Mayonnaise"",  ""Vinegar"",  ""Sugar"",  ""Mustard"",  ""Salt"",  ""Pepper"",  ""Onion""]"
353,354,Thai,Tom Yum Soup,7.5,f1c7a,"[    ""Chicken Broth"",    ""Lemongrass"",    ""Galangal"",    ""Kaffir Lime Leaves"",    ""Lime Juice"",    ""Fish Sauce"",    ""Chili Peppers"",    ""Mushrooms"",    ""Tomatoes"",    ""Shrimp"",    ""Cilantro""]"
354,355,Hawaiian,Salmon Poke Bowl,10.5,f9e4c,"[    ""Salmon"",    ""Rice"",    ""Avocado"",    ""Nori Sheets"",    ""Soy Sauce"",    ""Sesame Oil"",    ""Sesame Seeds"",    ""Green Onion"",    ""Pickled Ginger"",    ""Cucumber"",    ""Edamame"",    ""Mango""]"
355,356,Beverage,Jasmine Iced Tea,2.75,9b5a0,"[  ""JasmineTea"",  ""Water"",  ""Sugar"",  ""Ice"",  ""Lemon""]"
356,357,Beverage,Cold Brew Coffee,3.0,e9a1c,"[  ""Coffee"",  ""Water""]"
357,358,Breakfast,Peach Cobbler Waffle,7.75,5d9e3,"[""Flour"",""Sugar"",""Baking Powder"",""Salt"",""Egg"",""Milk"",""Butter"",""Peaches"",""Cornstarch"",""Cinnamon"",""Nutmeg"",""Lemon Juice""]"
358,359,Indian,Beef Vindaloo,10.75,2a9c5,"[  ""Beef"",  ""Vinegar"",  ""Garlic"",  ""Ginger"",  ""Dried Red Chilies"",  ""Cumin Seeds"",  ""Coriander Seeds"",  ""Turmeric Powder"",  ""Mustard Seeds"",  ""Cloves"",  ""Cinnamon Stick"",  ""Cardamom Pods"",  ""Onion"",  ""Tomato"",  ""Oil"",  ""Salt"",  ""Sugar""]"
359,360,Beverage,Craft Soda,3.0,4e2d1,"['Water','Sugar','Lemon','Ginger','Raspberry','Orange','Mint','Rosemary','Cinnamon','Star Anise','Vanilla','Yeast']"
360,361,Japanese,Tonkotsu Ramen,10.25,4f0c5,"[    ""Pork bones"",    ""Water"",    ""Onion"",    ""Garlic"",    ""Ginger"",    ""Scallions"",    ""Ramen noodles"",    ""Pork belly"",    ""Egg"",    ""Soy sauce"",    ""Bamboo shoots"",    ""Mushrooms"",    ""Seaweed"",    ""Sesame seeds"",    ""Chili oil""]"
361,362,Burgers,Grilled Chicken Burger,8.0,5c1f8,"[    ""Chicken breast"",    ""Burger buns"",    ""Cheese"",    ""Lettuce"",    ""Tomato"",    ""Onion"",    ""Mayonnaise"",    ""Ketchup"",    ""Mustard"",    ""Oil"",    ""Salt"",    ""Pepper""]"
362,363,Beverage,Matcha Latte,3.25,2f7b5,"[  ""Matcha"",  ""Milk"",  ""Sugar"",  ""Water""]"
363,364,Hawaiian,Tuna Poke with Avocado,11.0,f9e4c,"[""Tuna"",""Avocado"",""Soy Sauce"",""Sesame Oil"",""Rice Vinegar"",""Green Onion"",""Sesame Seeds"",""Seaweed"",""Ginger"",""Garlic"",""Rice""]"
364,365,Steak,Chimichurri Flank Steak,11.25,4c9a2,"[  ""Flank Steak"",  ""Parsley"",  ""Cilantro"",  ""Garlic"",  ""Red Onion"",  ""Red Wine Vinegar"",  ""Olive Oil"",  ""Oregano"",  ""Red Pepper Flakes"",  ""Salt"",  ""Black Pepper""]"
365,366,Contemporary,Herbed Chicken Breast,12.5,4a3e6,"[  ""Chicken Breast"",  ""Rosemary"",  ""Thyme"",  ""Parsley"",  ""Olive Oil"",  ""Lemon"",  ""Garlic"",  ""Salt"",  ""Pepper""]"
366,367,Spanish,Manchego Cheese Plate,7.0,5e0b4,"[    ""Manchego Cheese"",    ""Bread"",    ""Crackers"",    ""Olives"",    ""Grapes"",    ""Figs"",    ""Apple"",    ""Almonds"",    ""Membrillo"",    ""Olive Oil"",    ""Honey""]"
367,368,Beverage,Mint Yogurt Drink,3.25,1a5f4,"[  ""Yogurt"",  ""Mint"",  ""Water"",  ""Sugar""]"
368,369,Korean,Bibimbap Bowl,10.0,2d7a9,"[""Rice"",""Beef"",""Egg"",""Spinach"",""Carrot"",""Cucumber"",""Lettuce"",""Gochujang"",""Sesame oil"",""Sesame seeds"",""Garlic"",""Soy sauce"",""Sugar"",""Vinegar""]"
369,370,Side,Miso Soup,2.25,7f4d2,"[    ""Dashi Powder"",    ""Miso Paste"",    ""Tofu"",    ""Wakame Seaweed"",    ""Green Onion""]"
370,371,Side,Coleslaw,2.5,8a2c6,"[  ""Cabbage"",  ""Carrot"",  ""Mayonnaise"",  ""Vinegar"",  ""Sugar"",  ""Salt"",  ""Pepper"",  ""Onion""]"
371,372,Beverage,Mango Banana Smoothie,5.5,5e7b2,"[  ""Mango"",  ""Banana"",  ""Milk"",  ""Honey"",  ""Ice""]"
372,373,BBQ,BBQ Chicken Wings,8.5,2a1c4,"[""Chicken Wings"",""BBQ Sauce"",""Salt"",""Pepper"",""Oil"",""Onion"",""Garlic"",""Paprika""]"
373,374,Side,Elote (Mexican Street Corn),3.5,e8b3c,"[""Corn"",""Mayonnaise"",""Sour Cream"",""Lime"",""Chili Powder"",""Cheese"",""Cilantro"",""Butter""]"
374,375,Japanese,Chicken Teriyaki Bowl,8.75,7e2d8,"[    ""Chicken"",    ""Soy sauce"",    ""Mirin"",    ""Sugar"",    ""Ginger"",    ""Garlic"",    ""Rice"",    ""Broccoli"",    ""Carrot"",    ""Cabbage"",    ""Green onion"",    ""Sesame seeds""]"
375,376,Side,Seaweed Salad,3.0,2d7a9,"[    ""Seaweed"",    ""Soy Sauce"",    ""Rice Vinegar"",    ""Sesame Oil"",    ""Sugar"",    ""Sesame Seeds"",    ""Ginger"",    ""Garlic"",    ""Chili Flakes""]"
376,377,Mediterranean,Lamb Gyro Wrap,8.5,8e9a0,"[    ""Lamb"",    ""Pita Bread"",    ""Tzatziki Sauce"",    ""Tomato"",    ""Onion"",    ""Lettuce""]"
377,378,Italian,Pesto Chicken Pizza,9.75,6f5a0,"[""Pizza Dough"",""Pesto Sauce"",""Chicken"",""Cheese"",""Tomato"",""Onion""]"
378,379,Asian,Teryaki Salmon Rice Bowl,10.0,d6e4a,"[  ""Salmon"",  ""Rice"",  ""Teriyaki Sauce"",  ""Broccoli"",  ""Carrot"",  ""Edamame"",  ""Green Onion"",  ""Sesame Seeds"",  ""Lettuce""]"
379,380,Vegetarian,Grilled Veggie Wrap,7.5,5b3d8,"[    ""Tortilla"",    ""Bell Pepper"",    ""Zucchini"",    ""Onion"",    ""Eggplant"",    ""Lettuce"",    ""Tomato"",    ""Cucumber"",    ""Cheese"",    ""Hummus""]"
380,381,Italian,Veggie Lovers Pizza,9.25,4b1d7,"[    ""Dough"",    ""Tomato Sauce"",    ""Cheese"",    ""Olive Oil"",    ""Oregano"",    ""Basil"",    ""Garlic"",    ""Tomato"",    ""Onion"",    ""Green Bell Pepper"",    ""Mushroom"",    ""Black Olive"",    ""Corn""]"
381,382,Italian,Fettuccine Alfredo,10.0,d4f0a,"[  ""Fettuccine Pasta"",  ""Butter"",  ""Heavy Cream"",  ""Parmesan Cheese"",  ""Salt"",  ""Black Pepper""]"
382,383,Tex-Mex,3-Bean Veggie Chili,6.25,9d5f2,"[ ""Tomato"", ""Onion"", ""Bell Pepper"", ""Garlic"", ""Corn"", ""Kidney Beans"", ""Black Beans"", ""Pinto Beans"", ""Chili Powder"", ""Cumin"", ""Vegetable Broth"", ""Salt"", ""Pepper"", ""Oil""]"
383,384,Vegetarian,Vegan Buddha Bowl,8.75,5b3d8,"[    ""Brown Rice"",    ""Quinoa"",    ""Lettuce"",    ""Spinach"",    ""Chickpeas"",    ""Black Beans"",    ""Tofu"",    ""Broccoli"",    ""Carrots"",    ""Cucumber"",    ""Bell Pepper"",    ""Red Onion"",    ""Sweet Potato"",    ""Corn"",    ""Edamame"",    ""Tomato"",    ""Avocado"",    ""Almonds"",    ""Sunflower Seeds"",    ""Sesame Seeds"",    ""Olive Oil"",    ""Lemon"",    ""Tahini"",    ""Soy Sauce""]"
384,385,Indian,Palak Paneer,9.25,6a0c3,"[""Spinach"",""Paneer"",""Onion"",""Tomato"",""Ginger"",""Garlic"",""Green Chili"",""Oil"",""Turmeric Powder"",""Cumin Powder"",""Coriander Powder"",""Garam Masala"",""Red Chili Powder"",""Cream"",""Salt"",""Water""]"
385,386,Vietnamese,Vegan Tofu Pho,8.75,1d4f2,"[    ""Vegetable Broth"",    ""Tofu"",    ""Rice Noodles"",    ""Onion"",    ""Ginger"",    ""Star Anise"",    ""Cinnamon Stick"",    ""Cloves"",    ""Coriander Seeds"",    ""Fennel Seeds"",    ""Bean Sprouts"",    ""Basil"",    ""Mint"",    ""Cilantro"",    ""Lime"",    ""Jalapeno"",    ""Scallions"",    ""Mushrooms""]"
386,387,Indian,Chicken Biryani,9.5,b9e8c,"[    ""Chicken"",    ""Rice"",    ""Onion"",    ""Tomato"",    ""Ginger"",    ""Garlic"",    ""Yogurt"",    ""Biryani Masala"",    ""Turmeric Powder"",    ""Red Chili Powder"",    ""Mint Leaves"",    ""Cilantro"",    ""Cooking Oil"",    ""Green Chili"",    ""Lemon"",    ""Saffron"",    ""Water"",    ""Salt""]"
387,388,Fried Chicken,Crispy Chicken Strips,7.25,7c1a9,"[""Chicken"",""Flour"",""Breadcrumbs"",""Egg"",""Milk"",""Salt"",""Pepper"",""Paprika"",""Garlic Powder"",""Onion Powder"",""Oil""]"
388,389,Healthy,Mediterranean Quinoa Salad,9.0,4d9f1,"[    ""Quinoa"",    ""Tomato"",    ""Cucumber"",    ""Red Onion"",    ""Bell Pepper"",    ""Feta Cheese"",    ""Parsley"",    ""Olive Oil"",    ""Lemon"",    ""Garlic"",    ""Salt"",    ""Pepper""]"
389,390,French,Savory Ham & Cheese Crepe,7.5,0e7a4,"[    ""Flour"",    ""Eggs"",    ""Milk"",    ""Butter"",    ""Salt"",    ""Ham"",    ""Cheese""]"
390,391,Mexican,Loaded Nachos,7.75,f3b8d,"[    ""Tortilla Chips"",    ""Ground Beef"",    ""Shredded Cheese"",    ""Refried Beans"",    ""Tomato"",    ""Onion"",    ""Jalapenos"",    ""Sour Cream"",    ""Guacamole"",    ""Salsa"",    ""Black Olives"",    ""Lettuce""]"
391,392,Mediterranean,Grilled Kofta Skewers,10.75,1f5b7,"[    ""Ground Lamb"",    ""Onion"",    ""Garlic"",    ""Parsley"",    ""Cumin"",    ""Coriander"",    ""Paprika"",    ""Salt"",    ""Pepper"",    ""Breadcrumbs"",    ""Egg"",    ""Skewers"",    ""Olive Oil"",    ""Lemon"",    ""Pita Bread"",    ""Yogurt"",    ""Tomato"",    ""Lettuce""]"
392,393,Beverage,Fresh Lemon Mint Cooler,3.75,b0a4f,"[""Lemon"",""Mint"",""Water"",""Sugar"",""Ice""]"
393,394,Mexican,Chicken Tinga Tacos,7.25,e8b3c,"[  ""Chicken"",  ""Chipotle Peppers in Adobo Sauce"",  ""Onion"",  ""Tomato"",  ""Garlic"",  ""Chicken Broth"",  ""Vinegar"",  ""Cumin"",  ""Oregano"",  ""Salt"",  ""Oil"",  ""Tortillas"",  ""Cilantro"",  ""Lime"",  ""Sour Cream"",  ""Cheese"",  ""Lettuce""]"
394,395,Tex-Mex,Loaded Chili Nachos,7.5,6d0f7,"[    ""Nacho Chips"",    ""Beef"",    ""Kidney Beans"",    ""Black Beans"",    ""Tomatoes"",    ""Onion"",    ""Chili Powder"",    ""Cumin"",    ""Garlic"",    ""Cheese"",    ""Sour Cream"",    ""Jalapenos"",    ""Black Olives"",    ""Lettuce"",    ""Avocado"",    ""Cilantro""]"
395,396,Beverage,House Brewed Coffee,2.5,e3b2d,"[  ""Ground Coffee"",  ""Water""]"
396,397,Seafood,Crab Mac & Cheese,11.25,5f1d3,"[""Macaroni"",""Cheddar Cheese"",""Milk"",""Butter"",""Flour"",""Crab Meat"",""Salt"",""Pepper"",""Paprika"",""Breadcrumbs""]"
397,398,Steak,Steak Sandwich,9.5,4c9a2,"[  ""Steak"",  ""Bread"",  ""Cheese"",  ""Lettuce"",  ""Tomato"",  ""Onion""]"
398,399,Japanese,Black Garlic Ramen,10.5,2f7b5,"[    ""Ramen Noodles"",    ""Chicken Broth"",    ""Soy Sauce"",    ""Mirin"",    ""Sake"",    ""Black Garlic Oil"",    ""Pork Belly"",    ""Egg"",    ""Green Onion"",    ""Nori Seaweed""]"
399,400,Steak,Peppercorn Sirloin,15.25,a1b5e,"[""Sirloin"",""Peppercorns"",""Butter"",""Oil"",""Salt"",""Garlic"",""Beef Broth"",""Cream""]"
